phil1id,source,phil2id,target
715,William Shakespeare,352,Allan Bloom,
162,Jean-Jacques Rousseau,352,Allan Bloom,
191,Georg Wilhelm Friedrich Hegel,352,Allan Bloom,
230,Friedrich Nietzsche,352,Allan Bloom,
288,Martin Heidegger,352,Allan Bloom,
300,Leo Strauss,352,Allan Bloom,
1785,Alexandre Kojève,352,Allan Bloom,
1159,Raymond Aron,352,Allan Bloom,
352,Allan Bloom,2201,Pre-Socratics,
352,Allan Bloom,16,Socrates,
352,Allan Bloom,2202,Isocrates,
352,Allan Bloom,30,Plato,
352,Allan Bloom,35,Aristotle,
352,Allan Bloom,853,Machiavelli,
2043,Bachelard,353,Pierre Bourdieu,
451,Marx,353,Pierre Bourdieu,
1906,Weber,353,Pierre Bourdieu,
2042,Canguilhem,353,Pierre Bourdieu,
933,Durkheim,353,Pierre Bourdieu,
2208,Elias,353,Pierre Bourdieu,
828,Husserl,353,Pierre Bourdieu,
937,Sartre,353,Pierre Bourdieu,
1405,Merleau-Ponty,353,Pierre Bourdieu,
814,Pascal,353,Pierre Bourdieu,
1900,Aron,353,Pierre Bourdieu,
2183,Mauss,353,Pierre Bourdieu,
700,Althusser,353,Pierre Bourdieu,
2209,Panofsky,353,Pierre Bourdieu,
1396,Lévi-Strauss,353,Pierre Bourdieu,
786,Wittgenstein,353,Pierre Bourdieu,
2210,Gouhier,353,Pierre Bourdieu,
461,Foucault,353,Pierre Bourdieu,
1987,Strawson,353,Pierre Bourdieu,
353,Pierre Bourdieu,2043,Bachelard,
353,Pierre Bourdieu,451,Marx,
353,Pierre Bourdieu,1906,Weber,
353,Pierre Bourdieu,2042,Canguilhem,
353,Pierre Bourdieu,933,Durkheim,
30,Plato,354,Jacques Derrida,
610,Joyce,354,Jacques Derrida,
400,Nietzsche,354,Jacques Derrida,
1936,Saussure,354,Jacques Derrida,
401,Heidegger,354,Jacques Derrida,
615,Levinas,354,Jacques Derrida,
453,Freud,354,Jacques Derrida,
828,Husserl,354,Jacques Derrida,
693,Rousseau,354,Jacques Derrida,
451,Marx,354,Jacques Derrida,
1396,Lévi-Strauss,354,Jacques Derrida,
354,Jacques Derrida,30,Plato,
354,Jacques Derrida,610,Joyce,
354,Jacques Derrida,400,Nietzsche,
354,Jacques Derrida,1936,Saussure,
354,Jacques Derrida,401,Heidegger,
354,Jacques Derrida,615,Levinas,
354,Jacques Derrida,453,Freud,
217,Karl Marx,355,Guy Louis Debord,
1884,Georg Lukács,355,Guy Louis Debord,
2220,Isidore Isou,355,Guy Louis Debord,
2144,Anton Pannekoek,355,Guy Louis Debord,
1013,G. W. F. Hegel,355,Guy Louis Debord,
218,Friedrich Engels,355,Guy Louis Debord,
2221,Dada,355,Guy Louis Debord,
2222,Andre Breton,355,Guy Louis Debord,
2223,Surrealism,355,Guy Louis Debord,
2224,Comte de Lautréamont,355,Guy Louis Debord,
1162,Marquis de Sade,355,Guy Louis Debord,
355,Guy Louis Debord,217,Karl Marx,
355,Guy Louis Debord,1884,Georg Lukács,
355,Guy Louis Debord,2220,Isidore Isou,
355,Guy Louis Debord,2144,Anton Pannekoek,
355,Guy Louis Debord,1013,G. W. F. Hegel,
355,Guy Louis Debord,218,Friedrich Engels,
943,Dewey,356,Richard Rorty,
401,Heidegger,356,Richard Rorty,
786,Wittgenstein,356,Richard Rorty,
1765,Sellars,356,Richard Rorty,
400,Nietzsche,356,Richard Rorty,
1754,Quine,356,Richard Rorty,
1762,Davidson,356,Richard Rorty,
944,Rawls,356,Richard Rorty,
1872,Kuhn,356,Richard Rorty,
935,Derrida,356,Richard Rorty,
461,Foucault,356,Richard Rorty,
356,Richard Rorty,943,Dewey,
356,Richard Rorty,401,Heidegger,
356,Richard Rorty,786,Wittgenstein,
356,Richard Rorty,1765,Sellars,
356,Richard Rorty,400,Nietzsche,
356,Richard Rorty,1754,Quine,
356,Richard Rorty,1762,Davidson,
356,Richard Rorty,944,Rawls,
35,Aristotle,357,Charles Taylor,
30,Plato,357,Charles Taylor,
398,Hegel,357,Charles Taylor,
451,Marx,357,Charles Taylor,
930,Tocqueville,357,Charles Taylor,
1405,Merleau-Ponty,357,Charles Taylor,
1906,Weber,357,Charles Taylor,
933,Durkheim,357,Charles Taylor,
786,Wittgenstein,357,Charles Taylor,
2233,M. Polanyi,357,Charles Taylor,
1706,Ricoeur,357,Charles Taylor,
401,Heidegger,357,Charles Taylor,
900,James,357,Charles Taylor,
1720,Dreyfus,357,Charles Taylor,
2234,Bell,357,Charles Taylor,
2235,Lasch,357,Charles Taylor,
2236,Lipovetsky,357,Charles Taylor,
357,Charles Taylor,35,Aristotle,
357,Charles Taylor,30,Plato,
357,Charles Taylor,398,Hegel,
357,Charles Taylor,451,Marx,
357,Charles Taylor,930,Tocqueville,
357,Charles Taylor,1405,Merleau-Ponty,
2240,Anscombe,358,John Searle,
2188,Austin,358,John Searle,
983,Chomsky,358,John Searle,
851,Frege,358,John Searle,
2241,Grice,358,John Searle,
457,Hume,358,John Searle,
830,Russell,358,John Searle,
1987,Strawson,358,John Searle,
786,Wittgenstein,358,John Searle,
1087,Van Til,359,Alvin Plantinga,
448,Kant,359,Alvin Plantinga,
2242,Russel,359,Alvin Plantinga,
786,Wittgenstein,359,Alvin Plantinga,
744,Locke,359,Alvin Plantinga,
2243,Reid,359,Alvin Plantinga,
927,Burke,359,Alvin Plantinga,
524,Aquinas,359,Alvin Plantinga,
2244,More,359,Alvin Plantinga,
2245,Kuyper,359,Alvin Plantinga,
2246,Luis Molina,359,Alvin Plantinga,
527,Duns Scotus,359,Alvin Plantinga,
525,Calvin,359,Alvin Plantinga,
2247,Jellema,359,Alvin Plantinga,
902,Alston,359,Alvin Plantinga,
507,Augustine,359,Alvin Plantinga,
2248,Belloc,359,Alvin Plantinga,
2249,Newman,359,Alvin Plantinga,
1068,Kierkegaard,359,Alvin Plantinga,
359,Alvin Plantinga,1087,Van Til,
359,Alvin Plantinga,448,Kant,
359,Alvin Plantinga,2242,Russel,
359,Alvin Plantinga,786,Wittgenstein,
359,Alvin Plantinga,744,Locke,
359,Alvin Plantinga,2243,Reid,
359,Alvin Plantinga,927,Burke,
359,Alvin Plantinga,524,Aquinas,
359,Alvin Plantinga,2244,More,
359,Alvin Plantinga,2245,Kuyper,
359,Alvin Plantinga,2246,Luis Molina,
359,Alvin Plantinga,527,Duns Scotus,
359,Alvin Plantinga,525,Calvin,
343,Hilary Putnam,360,Jerry Fodor,
2261,Sydney Morgenbesser,360,Jerry Fodor,
2262,Franz Joseph Gall,360,Jerry Fodor,
346,Noam Chomsky,360,Jerry Fodor,
161,David Hume,360,Jerry Fodor,
360,Jerry Fodor,343,Hilary Putnam,
360,Jerry Fodor,2261,Sydney Morgenbesser,
360,Jerry Fodor,2262,Franz Joseph Gall,
30,Plato,363,Alain Badiou,
451,Marx,363,Alain Badiou,
2264,Cantor,363,Alain Badiou,
2265,Mao Zedong,363,Alain Badiou,
1397,Lacan,363,Alain Badiou,
700,Althusser,363,Alain Badiou,
2266,Paul Cohen,363,Alain Badiou,
937,Sartre,363,Alain Badiou,
649,Deleuze,363,Alain Badiou,
2029,Lyotard,363,Alain Badiou,
398,Hegel,363,Alain Badiou,
2267,Mallarmé,363,Alain Badiou,
1115,Beckett,363,Alain Badiou,
2268,Fernando Pessoa,363,Alain Badiou,
2269,Sylvain Lazarus,363,Alain Badiou,
2270,Jean Hyppolite,363,Alain Badiou,
1653,Georges Canguilhem,363,Alain Badiou,
363,Alain Badiou,30,Plato,
363,Alain Badiou,451,Marx,
363,Alain Badiou,2264,Cantor,
363,Alain Badiou,2265,Mao Zedong,
363,Alain Badiou,1397,Lacan,
363,Alain Badiou,700,Althusser,
363,Alain Badiou,2266,Paul Cohen,
363,Alain Badiou,937,Sartre,
363,Alain Badiou,649,Deleuze,
363,Alain Badiou,2029,Lyotard,
363,Alain Badiou,398,Hegel,
363,Alain Badiou,2267,Mallarmé,
744,Locke,364,Robert Nozick,
448,Kant,364,Robert Nozick,
978,Mill,364,Robert Nozick,
969,Hayek,364,Robert Nozick,
2280,Morgenbesser,364,Robert Nozick,
1758,Hempel,364,Robert Nozick,
971,Rothbard,364,Robert Nozick,
364,Robert Nozick,744,Locke,
364,Robert Nozick,448,Kant,
364,Robert Nozick,978,Mill,
364,Robert Nozick,969,Hayek,
161,David Hume,366,Saul Kripke,
851,Frege,366,Saul Kripke,
2285,Curry,366,Saul Kripke,
1779,Lewis,366,Saul Kripke,
830,Russell,366,Saul Kripke,
1752,Tarski,366,Saul Kripke,
786,Wittgenstein,366,Saul Kripke,
1763,Dummett,366,Saul Kripke,
1754,Quine,366,Saul Kripke,
2286,Turing,366,Saul Kripke,
366,Saul Kripke,161,David Hume,
366,Saul Kripke,851,Frege,
366,Saul Kripke,2285,Curry,
366,Saul Kripke,1779,Lewis,
366,Saul Kripke,830,Russell,
366,Saul Kripke,1752,Tarski,
366,Saul Kripke,786,Wittgenstein,
366,Saul Kripke,1763,Dummett,
366,Saul Kripke,1754,Quine,
366,Saul Kripke,2286,Turing,
401,Heidegger,367,Jean-Luc Nancy,
935,Derrida,367,Jean-Luc Nancy,
2299,Lacoue-Labarthe,367,Jean-Luc Nancy,
398,Hegel,367,Jean-Luc Nancy,
2300,Granel,367,Jean-Luc Nancy,
1337,Bataille,367,Jean-Luc Nancy,
1717,Blanchot,367,Jean-Luc Nancy,
400,Nietzsche,367,Jean-Luc Nancy,
596,Leibniz,368,David Kellogg Lewis,
457,Hume,368,David Kellogg Lewis,
2301,Carnap,368,David Kellogg Lewis,
2302,RyleQuine,368,David Kellogg Lewis,
2303,Thomas Schelling,368,David Kellogg Lewis,
1987,Strawson,368,David Kellogg Lewis,
2304,Smart,368,David Kellogg Lewis,
368,David Kellogg Lewis,596,Leibniz,
368,David Kellogg Lewis,457,Hume,
368,David Kellogg Lewis,2301,Carnap,
368,David Kellogg Lewis,2302,RyleQuine,
368,David Kellogg Lewis,2303,Thomas Schelling,
368,David Kellogg Lewis,1987,Strawson,
368,David Kellogg Lewis,2304,Smart,
1191,Isaiah Berlin,369,Joxe Azurmendi,
448,Kant,369,Joxe Azurmendi,
1020,Wilhelm von Humboldt,369,Joxe Azurmendi,
400,Nietzsche,369,Joxe Azurmendi,
256,Miguel de Unamuno,369,Joxe Azurmendi,
224,Henry Sidgwick,370,Derek Parfit,
171,Immanuel Kant,370,Derek Parfit,
2315,Christine Korsgaard,370,Derek Parfit,
205,John Stuart Mill,370,Derek Parfit,
362,Thomas Nagel,370,Derek Parfit,
370,Derek Parfit,224,Henry Sidgwick,
370,Derek Parfit,171,Immanuel Kant,
370,Derek Parfit,2315,Christine Korsgaard,
370,Derek Parfit,205,John Stuart Mill,
370,Derek Parfit,362,Thomas Nagel,
35,Aristotle,371,Giorgio Agamben,
451,Marx,371,Giorgio Agamben,
2321,Debord,371,Giorgio Agamben,
461,Foucault,371,Giorgio Agamben,
2322,Benjamin,371,Giorgio Agamben,
935,Derrida,371,Giorgio Agamben,
401,Heidegger,371,Giorgio Agamben,
648,Arendt,371,Giorgio Agamben,
2323,Bruno,371,Giorgio Agamben,
400,Nietzsche,371,Giorgio Agamben,
2324,Warburg,371,Giorgio Agamben,
1800,Schmitt,371,Giorgio Agamben,
1396,Lévi-Strauss,371,Giorgio Agamben,
1401,Benveniste,371,Giorgio Agamben,
649,Deleuze,371,Giorgio Agamben,
2325,Weil,371,Giorgio Agamben,
371,Giorgio Agamben,35,Aristotle,
371,Giorgio Agamben,451,Marx,
371,Giorgio Agamben,2321,Debord,
371,Giorgio Agamben,461,Foucault,
371,Giorgio Agamben,2322,Benjamin,
371,Giorgio Agamben,935,Derrida,
398,Hegel,372,Gayatri Chakravorty Spivak,
217,Karl Marx,372,Gayatri Chakravorty Spivak,
354,Jacques Derrida,372,Gayatri Chakravorty Spivak,
289,Antonio Gramsci,372,Gayatri Chakravorty Spivak,
342,Michel Foucault,372,Gayatri Chakravorty Spivak,
448,Kant,372,Gayatri Chakravorty Spivak,
207,Charles Darwin,373,Peter Singer,
205,John Stuart Mill,373,Peter Singer,
224,Henry Sidgwick,373,Peter Singer,
1285,R. M. Hare,373,Peter Singer,
2331,Jonathan Glover,373,Peter Singer,
370,Derek Parfit,373,Peter Singer,
217,Karl Marx,373,Peter Singer,
373,Peter Singer,207,Charles Darwin,
373,Peter Singer,205,John Stuart Mill,
373,Peter Singer,224,Henry Sidgwick,
373,Peter Singer,1285,R. M. Hare,
373,Peter Singer,2331,Jonathan Glover,
373,Peter Singer,370,Derek Parfit,
373,Peter Singer,217,Karl Marx,
700,Althusser,375,Slavoj Žižek,
2342,Badiou,375,Slavoj Žižek,
2343,Debenjak,375,Slavoj Žižek,
453,Freud,375,Slavoj Žižek,
398,Hegel,375,Slavoj Žižek,
401,Heidegger,375,Slavoj Žižek,
1397,Lacan,375,Slavoj Žižek,
451,Marx,375,Slavoj Žižek,
448,Kant,375,Slavoj Žižek,
375,Slavoj Žižek,700,Althusser,
375,Slavoj Žižek,2342,Badiou,
2137,Martin Luther King Jr.,377,Cornel West,
2086,Malcolm X,377,Cornel West,
2346,W. E. B. Du Bois,377,Cornel West,
2347,James Cone,377,Cornel West,
217,Karl Marx,377,Cornel West,
218,Friedrich Engels,377,Cornel West,
356,Richard Rorty,377,Cornel West,
2348,Reinhold Niebuhr,377,Cornel West,
2349,Sheldon Wolin,377,Cornel West,
2350,Soren Kierkegaard,377,Cornel West,
1050,Paul Tillich,377,Cornel West,
814,Pascal,377,Cornel West,
2351,Toni Morrison,377,Cornel West,
2352,Anton Chekhov,377,Cornel West,
2353,Eugene O'Neill,377,Cornel West,
217,Karl Marx,378,Judith Butler,
342,Michel Foucault,378,Judith Butler,
310,Theodor Adorno,378,Judith Butler,
2354,J.L. Austin,378,Judith Butler,
1833,Luce Irigaray,378,Judith Butler,
2355,Monique Wittig,378,Judith Butler,
2356,Emmanuel Lévinas,378,Judith Butler,
354,Jacques Derrida,378,Judith Butler,
304,Jacques Lacan,378,Judith Butler,
481,Sigmund Freud,378,Judith Butler,
433,Søren Kierkegaard,378,Judith Butler,
230,Friedrich Nietzsche,378,Judith Butler,
191,Georg Wilhelm Friedrich Hegel,378,Judith Butler,
322,Simone de Beauvoir,378,Judith Butler,
378,Judith Butler,217,Karl Marx,
378,Judith Butler,342,Michel Foucault,
378,Judith Butler,310,Theodor Adorno,
378,Judith Butler,2354,J.L. Austin,
2044,Anthony Giddens,379,Alexander Wendt,
2360,Roy Bhaskar,379,Alexander Wendt,
